familyid,last_name,divorcedparents
424066,McRobert,0
424067,Isakovitch,0
424068,Middlehurst,0
424069,Vittori,1
424070,Platt,1
424071,Snead,0
424072,Beatty,1
424073,Lisamore,0
424074,Olfert,1
424075,Beniesh,1
424076,Cargo,0
424077,Hawthorn,0
424078,Jasik,0
424079,Orcas,0
424080,Wallentin,1
424081,Innis,0
424082,Ragg,0
424083,Franciotti,0
424084,Thormann,0
424085,Croysdale,1
424086,Hansel,0
424087,Janoschek,0
424088,Ram,0
424089,Duck,1
424090,Cirlos,1
424091,Lempke,1
424092,McGillivray,0
424093,Hammatt,0
424094,Sodory,0
424095,Nornasell,0
424096,Stretton,0
424097,Shawyers,0
424098,Wilfling,1
424099,Marco,0
424100,Burburough,0
424101,Beisley,0
424102,Linden,0
424103,Penchen,1
424104,Drinkhall,0
424105,Sandell,0
424106,Offiler,1
424107,Sparshott,0
424108,Ricciardelli,0
424109,Pursglove,1
424110,Yearnes,1
424111,Diamond,0
424112,Avramow,1
424113,Allsopp,0
424114,de Clerq,0
424115,Zorn,1
424116,Francois,0
424117,Farlambe,1
424118,Zelner,1
424119,Fooks,0
424120,Posen,0
424121,Blades,0
424122,Hannaby,0
424123,Korneichik,1
424124,Thring,1
424125,O'Dyvoy,0
424126,Gilvear,1
424127,Hamblin,0
424128,Glennie,0
424129,Britten,1
424130,Minifie,1
424131,Gason,0
424132,Oakes,1
424133,Gehrts,0
424134,Timeby,0
424135,Grayley,0
424136,Sambals,0
424137,Manlow,0
424138,Harefoot,0
424139,Milius,0
424140,Verey,0
424141,Simakov,0
424142,Tibbits,1
424143,O'Gleasane,0
424144,Surgood,1
424145,Meineck,0
424146,Anker,0
424147,Crips,1
424148,Tiner,0
424149,Tregust,0
424150,Verny,0
424151,Crank,0
424152,Gabbetis,0
424153,Choldcroft,0
424154,Briggs,0
424155,Grain,0
424156,Schnitter,0
424157,Meade,1
424158,Mulchrone,0
424159,Rhubottom,0
424160,Iacomo,0
424161,Dorgon,0
424162,Alldritt,0
424163,Moulson,0
424164,Issacov,0
424165,Wile,0
424166,Dispencer,0
424167,Cuckson,0
424168,Ash,0
424169,Sapson,0
424170,Cruddace,1
424171,McCusker,0
424172,Ingrey,1
424173,Dowsing,0
424174,Wharton,0
424175,Eddington,1
424176,Spino,0
424177,Garaway,0
424178,Christophers,1
424179,Littleton,0
424180,Gridley,1
424181,Ricards,0
424182,Sandell,0
424183,Manley,1
424184,Folca,0
424185,Renish,0
424186,Reinmar,0
424187,Tydeman,0
424188,Fettes,0
424189,Kervin,0
424190,Skylett,1
424191,Stagg,1
424192,Mallalieu,1
424193,Massimi,1
424194,Dayne,0
424195,Halwell,0
424196,Hassin,0
424197,Christophers,1
424198,Kiendl,0
424199,Rubinlicht,0
424200,Hark,0
424201,Colyer,0
424202,Crallan,1
424203,Jenicke,0
424204,Biaggelli,0
424205,Merrydew,1
424206,Threlkeld,1
424207,Phifer,0
424208,Lovekin,0
424209,Stute,0
424210,Cordey,0
424211,Leebetter,0
424212,Morillas,0
424213,Warburton,0
424214,Edgcombe,0
424215,Beat,0
424216,Delgadillo,0
424217,Franck,0
424218,Cowoppe,1
424219,Mitrikhin,0
424220,Shercliff,0
424221,Ney,0
424222,Bellelli,1
424223,Basillon,1
424224,Palk,0
424225,Zanetello,0
424226,Pellissier,1
424227,Adrian,0
424228,Truckett,0
424229,Pearl,1
424230,Matuszkiewicz,1
424231,Paolo,1
424232,Houdmont,1
424233,Badam,1
424234,Bumpus,0
424235,Munden,0
424236,Addy,0
424237,Assandri,0
424238,Cade,0
424239,Pfaffe,1
424240,Holmyard,1
424241,Manlow,0
424242,Manske,0
424243,Glayzer,0
424244,Berthomier,0
424245,Treamayne,0
424246,Allender,1
424247,Quince,0
424248,Cunio,0
424249,Gemmell,1
424250,Bluschke,1
424251,Targetter,1
424252,Dreus,0
424253,Piatkowski,0
424254,Footitt,0
424255,Thewys,0
424256,Shorter,1
424257,Cattermull,0
424258,Gheorghie,1
424259,Tamas,1
424260,Cheshire,0
424261,Fairhall,0
424262,Vesty,0
424263,Gipp,0
424264,Claydon,0
424265,Cymper,1
424266,Tregidga,0
424267,Corneille,0
424268,Staff,0
424269,Du Fray,0
424270,Saye,0
424271,Vasilenko,0
424272,Wisher,1
424273,Benard,1
424274,Duckit,0
424275,Kornilyev,0
424276,Diggons,1
424277,Mintrim,0
424278,Ilyunin,0
424279,Brigman,0
424280,Stampe,0
424281,Challener,1
424282,Mansour,0
424283,Pletts,0
424284,Reston,0
424285,Brittin,1
424286,Bagnal,0
424287,Bill,0
424288,Barr,0
424289,Sarle,0
424290,Barbery,1
424291,Kennaird,0
424292,Lapthorn,1
424293,Janczyk,1
424294,Toller,0
424295,Nancekivell,0
424296,Novak,0
424297,Archbutt,0
424298,Quarmby,0
424299,Hansod,0
424300,Daid,0
424301,Giacopazzi,1
424302,Kitchingman,0
424303,Titlow,0
424304,Hryniewicki,0
424305,Costy,1
424306,Botwright,0
424307,Wick,0
424308,Brabyn,0
424309,Finch,0
424310,Espie,0
424311,Calcutt,0
424312,Downs,1
424313,Lister,0
424314,Panchen,1
424315,Pyrke,0
424316,Mutimer,1
424317,Grugerr,1
424318,Londing,0
424319,Ridings,0
424320,Tidridge,1
424321,Barnfield,0
424322,Fanti,0
424323,Dimelow,1
424324,Sagerson,1
424325,Curman,0
424326,Tawton,1
424327,Beche,0
424328,Marsh,0
424329,Minget,0
424330,Dabney,0
424331,Thompsett,0
424332,Rojel,0
424333,L'Hommeau,0
424334,Labitt,1
424335,Jankowski,0
424336,McCaughran,0
424337,Cokely,0
424338,Dimsdale,0
424339,Haliday,0
424340,Danilovich,1
424341,Annakin,0
424342,Issacoff,0
424343,Patria,1
424344,Ockendon,0
424345,Reeves,0
424346,Ridsdale,0
424347,Hallows,0
424348,Gatecliff,0
424349,Damarell,0
424350,Gieraths,0
424351,Hesse,0
424352,Kristoffersson,0
424353,Badrick,1
424354,Korfmann,0
424355,Whitebread,0
424356,Gray,0
424357,Pearl,0
424358,Santostefano.,0
424359,Joerning,0
424360,Lille,0
424361,Furzey,0
424362,Pietsma,0
424363,Worster,1
424364,Bulfield,1
424365,Strattan,1
424366,Dunstone,1
424367,Union,0
424368,Becker,1
424369,Lugard,0
424370,Sollon,0
424371,Blind,0
424372,Nerval,0
424373,Leckenby,0
424374,Pittle,1
424375,Middlehurst,0
424376,Iacovozzo,0
424377,Hamson,0
424378,Fulbrook,0
424379,Findon,0
424380,Ottee,1
424381,Tatlowe,1
424382,Krause,0
424383,Mynott,0
424384,Alwood,1
424385,Spyer,0
424386,Aldrich,1
424387,Torrisi,0
424388,Simms,1
424389,Rabbatts,1
424390,Pirdy,0
424391,Boullen,0
424392,Foxon,0
424393,Constantine,0
424394,Beatens,0
424395,Noyes,1
424396,Vescovini,1
424397,Fish,0
424398,Matuszyk,1
424399,Blowfield,0
424400,Luberti,0
424401,Gresswell,0
424402,Wight,0
424403,Lanchbury,0
424404,Scandred,1
424405,Storton,0
424406,Brazel,1
424407,Jickells,0
424408,Sexty,0
424409,Lummus,0
424410,Simonel,0
424411,Warwick,0
424412,Chavez,1
424413,MacAleese,0
424414,Scopes,0
424415,Farfoot,0
424416,Mee,0
424417,McCowan,0
424418,Crockett,0
424419,Catterall,0
424420,Seignior,1
424421,Clohessy,0
424422,Capel,1
424423,Bonnyson,1
424424,Wrankling,0
424425,Vasser,1
424426,Donnelly,0
424427,Croser,0
424428,Mileham,0
424429,Wakeman,0
424430,Kleinstern,0
424431,Copcott,0
424432,Stutte,0
424433,Bomfield,0
424434,Syseland,0
424435,Wilton,0
424436,Scambler,0
424437,Mc Harg,0
424438,Fisby,0
424439,Baile,0
424440,Bewshaw,0
424441,Dowles,0
424442,Joppich,0
424443,Ritchings,1
424444,Gillebride,0
424445,Leggis,1
424446,Coates,0
424447,Paulot,1
424448,Antecki,1
424449,Blay,0
424450,Beckett,0
424451,Ferreira,0
424452,Bartholat,0
424453,Taillant,0
424454,Halahan,0
424455,Diggins,1
424456,Itter,0
424457,Helks,1
424458,Burdas,1
424459,Grabb,0
424460,Crosscombe,0
424461,Caitlin,1
424462,Brignell,1
424463,Trebilcock,0
424464,Snyder,0
424465,Yanne,1
424466,Allwright,0
424467,Stump,0
424468,Butland,0
424469,Boate,0
424470,Hansford,1
424471,Sigg,1
424472,Tattersall,1
424473,Crass,0
424474,Prujean,0
424475,Negus,0
424476,Olifard,0
424477,Jakoubec,1
424478,Fassman,1
424479,Quakley,0
424480,Woodroofe,1
424481,Quesne,1
424482,Ledingham,1
424483,Weild,1
424484,Elliston,0
424485,Babidge,0
424486,Braga,0
424487,Lambis,0
424488,Mettrick,0
424489,McMeyler,0
424490,Gosnay,0
424491,Clethro,1
424492,Bulfield,0
424493,Lukes,0
424494,Grene,0
424495,Maghull,0
424496,Bevans,0
424497,Mockett,0
424498,Vevers,1
424499,Joreau,0
424500,Otton,0
424501,Lorraway,0
424502,Rodd,1
424503,Tregale,1
424504,Preddle,0
424505,Paolucci,1
424506,Stickland,1
424507,Dibdin,0
424508,Gateley,0
424509,Santore,0
424510,Tuff,0
424511,Gude,0
424512,Nancekivell,0
424513,Coker,0
424514,Oaks,0
424515,Waud,0
424516,Capin,0
424517,Lankford,0
424518,Haldon,0
424519,Bevens,0
424520,Nickless,1
424521,Bonds,0
424522,Kernock,0
424523,Naismith,0
424524,Nilges,0
424525,Bartolini,0
424526,Reedshaw,1
424527,Scoyne,0
424528,Paolillo,0
424529,Foster,0
424530,Havik,0
424531,Bescoby,1
424532,Friett,0
424533,Bow,1
424534,Wixey,1
424535,O'Lagen,0
424536,Drysdall,1
424537,Marskell,0
424538,Hills,0
424539,St Leger,0
424540,le Keux,1
424541,MacFarlan,0
424542,Prinn,0
424543,Gulberg,0
424544,De Giorgio,0
424545,Benford,1
424546,O'Lennane,1
424547,Brighouse,0
424548,Lathy,0
424549,Cathersides,0
424550,Mordaunt,0
424551,Fleming,0
424552,Haythorne,0
424553,Batistelli,0
424554,Odeson,0
424555,Wisher,0
424556,Witsey,0
424557,Deverille,0
424558,Bridge,0
424559,Copping,0
424560,Vellacott,0
424561,Ewbanche,0
424562,Lenormand,0
424563,Giacomuzzi,0
424564,aManger,1
424565,Dunkerly,1
424566,Wrist,0
424567,Alanbrooke,0
424568,Monday,0
424569,Whittet,1
424570,California,1
424571,Baudin,1
424572,Frisel,1
424573,Gritsunov,0
424574,Berzins,0
424575,Echelle,1
424576,Daile,0
424577,Swadlen,1
424578,Kief,0
424579,Plunkett,0
424580,Hofler,0
424581,Bessent,0
424582,Cottier,0
424583,Springham,0
424584,Lye,1
424585,Shellsheere,1
424586,Kubecka,0
424587,Stubbings,1
424588,Beech,0
424589,Treadway,0
424590,Musso,0
424591,Castanaga,0
424592,Risson,0
424593,Twigge,0
424594,Neligan,0
424595,Towey,1
424596,Burberry,1
424597,Robun,0
424598,Sautter,0
424599,Yewdall,0
424600,Druce,1
424601,Imlacke,0
424602,Garrigan,0
424603,Bilfoot,0
424604,Fendlen,0
424605,Mallya,1
424606,Broadberrie,1
424607,Eltone,0
424608,Brideau,1
424609,Beake,0
424610,Harm,0
424611,Mulchrone,0
424612,Verheijden,0
424613,Parnby,0
424614,MacCourt,0
424615,Dealey,0
424616,Lichfield,0
424617,McGlaughn,0
424618,Normaville,0
424619,Van Dijk,0
424620,Milleton,0
424621,Emm,0
424622,McElrath,0
424623,Breton,0
424624,Kiddey,0
424625,McAdam,0
424626,Pedican,0
424627,Clemendot,0
424628,Barnshaw,1
424629,Rotte,0
424630,Mouat,0
424631,Gell,0
424632,Boddington,0
424633,Gosnall,0
424634,Jeness,1
424635,Heddon,0
424636,Moncey,1
424637,Morbey,1
424638,McChruiter,0
424639,Josupeit,1
424640,Keenan,0
424641,Maruska,1
424642,Sodory,0
424643,Ladds,0
424644,Dewes,0
424645,Flett,0
424646,Baroc,0
424647,Haistwell,0
424648,Maydway,0
424649,Chilton,0
424650,Hawkin,1
424651,Scowcraft,1
424652,Cuthill,0
424653,Lennox,0
424654,Membry,1
424655,Driffield,0
424656,Burvill,1
424657,Brugemann,0
424658,Dowsing,0
424659,Diehn,0
424660,Fortey,1
424661,Stanfield,0
424662,Bake,0
424663,Joppich,0
424664,Thompsett,0
424665,Diamond,0
424666,Takkos,0
424667,Adamowicz,1
424668,Parnall,1
424669,Craze,1
424670,Curd,0
424671,Houseley,0
424672,Loud,0
424673,Brazear,0
424674,Tutsell,0
424675,Causey,0
424676,Churly,1
424677,Alldritt,0
424678,Low,1
424679,Farnes,0
424680,Thal,0
424681,Hardern,1
424682,Geroldo,0
424683,Dossettor,0
424684,Fliege,0
424685,Alti,1
424686,Ovid,0
424687,Bettaney,1
424688,Balch,0
424689,Danilovich,0
424690,Wilde,0
424691,Santostefano.,0
424692,Landsbury,1
424693,McGeachy,0
424694,Clubley,0
424695,Parkes,0
424696,Scroggs,1
424697,Tomasek,0
424698,Marwick,1
424699,D'Onise,0
424700,Santry,0
424701,Josephsen,0
424702,Pittendreigh,0
424703,Warne,0
424704,Lewin,0
424705,Comiam,0
424706,Wannes,1
424707,Dorey,0
424708,Yakov,1
424709,Samuels,1
424710,Dorrian,0
424711,Stallion,0
424712,Ezzy,0
424713,Rookeby,1
424714,Najera,0
424715,Isaksson,0
424716,Wilde,0
424717,Turney,1
424718,Pavlitschek,0
424719,Soppett,0
424720,Adel,1
424721,Greatbank,0
424722,Train,0
424723,Youle,1
424724,Jeavon,0
424725,McGilroy,0
424726,Roobottom,0
424727,Zoren,0
424728,Mounfield,1
424729,Vizard,0
424730,Logue,0
424731,Sambals,0
424732,Fielder,1
424733,Frow,0
424734,Bromehead,0
424735,Tesseyman,0
424736,Berks,0
424737,Kerfod,0
424738,Wealthall,1
424739,Chilcott,1
424740,Elderidge,0
424741,Herries,0
424742,Mangeot,0
424743,Gammade,0
424744,Watterson,1
424745,Matschuk,1
424746,Blomefield,0
424747,Molloy,1
424748,Diggins,1
424749,Truter,0
424750,Caldaro,1
424751,Vinnicombe,0
424752,Lettington,0
424753,Lorking,0
424754,Ivashechkin,1
424755,Storton,0
424756,Windram,0
424757,Rivett,0
424758,Hume,0
424759,Jako,1
424760,Winchurst,0
424761,Middlewick,1
424762,Vickarman,0
424763,Behan,0
424764,Childerhouse,0
424765,McConnachie,0
424766,Sainz,0
424767,Braddick,1
424768,Kittoe,0
424769,MacIlory,0
424770,Cawt,1
424771,Gulc,0
424772,Faragher,0
424773,Houlson,0
424774,Rishworth,0
424775,Attreed,0
424776,Bennellick,0
424777,Wickerson,0
424778,Mosedale,0
424779,Izzat,0
424780,Corwood,0
424781,Maryet,0
424782,Goad,1
424783,Gomer,0
424784,McCrossan,0
424785,Denney,0
424786,Cormode,0
424787,Eble,1
424788,Bondley,0
424789,Taffie,0
424790,Ormshaw,0
424791,Balmforth,1
424792,Loreit,0
424793,McAlarney,1
424794,Knightley,0
424795,Rathbourne,0
424796,Parham,1
424797,Kasperski,0
424798,Kinsman,1
424799,Ungaretti,0
424800,O'Grogane,0
424801,Baguley,0
424802,Berthe,0
424803,Wyd,0
424804,Jurn,0
424805,Jurries,0
424806,Caret,0
424807,Sharply,0
424808,Patesel,0
424809,Hollier,1
424810,Ashdown,1
424811,Zecchinelli,0
424812,Gueny,0
424813,Jaqueme,0
424814,Gallyon,0
424815,Brucker,0
424816,Jados,0
424817,Mullin,0
424818,Birchenough,0
424819,Bratten,0
424820,Roscoe,0
424821,McCorkindale,0
424822,Hatter,1
424823,Reedshaw,0
424824,Belf,0
424825,Wardingly,1
424826,Chillingsworth,0
424827,Dumelow,0
424828,Wilhelmy,0
424829,Firpo,0
424830,Kroll,0
424831,Grayshon,0
424832,Millier,0
424833,Geer,0
424834,Suff,1
424835,Ebbotts,0
424836,Hullett,0
424837,Searle,0
424838,Westhead,0
424839,Soldan,0
424840,Whittet,0
424841,MacGuiness,0
424842,Jouannot,0
424843,Chippindale,0
424844,Berkery,0
424845,Surgison,1
424846,Boyer,1
424847,Liccardi,0
424848,Tosh,1
424849,Gorger,0
424850,Ritchie,0
424851,Creamer,0
424852,Arbuckel,0
424853,Coultard,1
424854,Escoffier,1
424855,Winram,1
424856,Braden,0
424857,Bains,0
424858,Gartsyde,0
424859,MacCostigan,1
424860,Le feuvre,0
424861,Hammer,1
424862,Guiet,0
424863,Treswell,0
424864,Tabbitt,0
424865,Zollner,0
424866,Purry,1
424867,Teodorski,0
424868,Balkwill,0
424869,Moatt,1
424870,Spatoni,1
424871,O' Mahony,0
424872,Harome,0
424873,Goozee,0
424874,Dahler,1
424875,McCaughey,0
424876,Jerzyk,0
424877,De Carolis,1
424878,Harbor,0
424879,Bahde,0
424880,Tudge,0
424881,Vesque,0
424882,Gonnard,0
424883,Quesne,1
424884,Line,0
424885,Giorgio,0
424886,Janew,0
424887,Tupie,0
424888,Loveredge,0
424889,Beecraft,1
424890,Huggen,0
424891,Rigg,0
424892,Kettles,0
424893,Kitchenham,0
424894,Aldersley,0
424895,Scougall,1
424896,Dakers,0
424897,Govier,0
424898,Cacacie,0
424899,Neubigging,1
424900,Maple,0
424901,Alu,1
424902,Petrushkevich,0
424903,Phettis,1
424904,Smallwood,0
424905,Guidoni,1
424906,Waltho,0
424907,Renish,0
424908,Dufaire,0
424909,Birkenshaw,0
424910,Tomaszek,0
424911,Willder,0
424912,de Leon,0
424913,Solan,0
424914,Andreasen,0
424915,Giberd,0
424916,Lennon,1
424917,Knutton,0
424918,Brettor,0
424919,Stanmer,1
424920,Newlove,1
424921,Fitter,1
424922,Stinchcombe,0
424923,Cabble,1
424924,Lafflin,0
424925,Watsham,0
424926,Beckinsall,1
424927,Thorneloe,0
424928,Probbing,0
424929,Sherrock,0
424930,Verlinde,1
424931,Horbath,0
424932,Cockson,0
424933,Clymo,0
424934,Tipping,0
424935,Da Costa,0
424936,Manssuer,0
424937,Tremoille,1
424938,Moles,0
424939,Bracci,0
424940,Findley,1
424941,Kernaghan,0
424942,Jayme,0
424943,Scholar,0
424944,Bertelsen,0
424945,Barmby,0
424946,Postians,0
424947,Halahan,1
424948,Dods,0
424949,Girt,1
424950,Overnell,0
424951,Heisham,1
424952,Musslewhite,0
424953,Suche,0
424954,Raddenbury,0
424955,Antic,0
424956,Muddiman,0
424957,Fawloe,1
424958,Delnevo,0
424959,Hardbattle,0
424960,Van Salzberger,1
424961,Gornall,0
424962,Sweynson,1
424963,Rodder,0
424964,Bunyard,0
424965,Preddy,0
424966,Blodg,0
424967,Bullan,0
424968,Revell,0
424969,Gatherell,0
424970,Clopton,0
424971,Dri,0
424972,Gilhooley,1
424973,Deane,1
424974,Fominov,1
424975,Hovard,0
424976,Cadge,0
424977,Gullyes,1
424978,Caught,0
424979,Manners,1
424980,Hawken,0
424981,Biernacki,0
424982,Brome,0
424983,Manueau,0
424984,Johnke,0
424985,Thorald,0
424986,Duchesne,0
424987,Brewis,1
424988,Howard - Gater,1
424989,Kleeman,0
424990,Cawdery,0
424991,Grouer,0
424992,Pidwell,0
424993,Hazlehurst,0
424994,Gyenes,0
424995,Bulbeck,0
424996,Benny,0
424997,Pickance,1
424998,Dorton,0
424999,Polycote,0
425000,Readwing,0
425001,Weth,1
425002,Humberstone,0
425003,Orcas,0
425004,Haysom,0
425005,Baudi,0
425006,MacDaid,0
425007,Raffeorty,0
425008,Malloy,0
425009,Malyan,1
425010,Allcott,0
425011,Twinterman,0
425012,Edinburgh,0
425013,Noye,0
425014,McGuffie,0
425015,Julian,0
425016,Jeandeau,0
425017,Gawthorp,1
425018,Oseland,0
425019,Reeveley,1
425020,Rubartelli,0
425021,Donaho,0
425022,Vasyukhin,0
425023,McIlory,0
425024,Spitell,0
425025,Neill,0
425026,Landsberg,1
425027,Woodyear,0
425028,Woonton,0
425029,Burburough,0
425030,Haines,1
425031,Charrier,0
425032,Dilkes,0
425033,Metherell,0
425034,Pietrzak,1
425035,Stapele,0
425036,Griffiths,1
425037,McGarrell,1
425038,Bullard,1
425039,Rowswell,0
425040,Hammerton,0
425041,Hurst,0
425042,Tuffley,1
425043,Codi,0
425044,Piwell,0
425045,Allan,0
425046,Barraclough,0
425047,aManger,0
425048,Kollatsch,0
425049,Fawcett,0
425050,Haddeston,0
425051,Vize,0
425052,Daber,0
425053,Swyer-Sexey,0
425054,Gartsyde,0
425055,Ferrers,0
425056,Batchley,0
425057,Pragnell,1
425058,Mayo,0
425059,McTrustrie,0
425060,Giacopazzi,1
425061,Egdal,0
425062,Goode,0
425063,Camacke,0
425064,Synnot,0
425065,Leonardi,0
425066,Willoughway,1
425067,Riseborough,0
425068,Gerrey,0
425069,Spenclay,0
425070,Madgin,1
425071,Jacobovitz,0
425072,Gibbins,0
425073,Stayte,1
425074,Dennistoun,0
425075,Georges,0
425076,Matuszkiewicz,0
425077,Chominski,1
425078,Press,0
425079,Aspinal,0
425080,Guiot,1
425081,Fulmen,0
425082,Wratten,0
425083,Hedge,0
425084,Parrett,0
425085,Josland,0
425086,Lawday,0
425087,Convery,0
425088,Garber,0
425089,Gilvear,0
425090,Lyven,0
425091,Peerman,0
425092,Gendrich,0
425093,Salack,1
425094,Depke,0
425095,Zealey,0
425096,Coombe,1
425097,Ortmann,0
425098,Corcoran,0
425099,Commings,0
425100,Gostling,1
425101,Ruppelin,0
425102,Dresse,0
425103,Brecher,0
425104,Emslie,0
425105,Meadus,1
425106,Hawler,1
425107,Hanscome,0
425108,Rissom,0
425109,Antognoni,0
425110,Tolwood,0
425111,Girardini,0
425112,Fatharly,1
425113,Lavalde,0
425114,Girardini,0
425115,Copcutt,0
425116,Zealey,0
425117,Timms,0
425118,Rosenbaum,1
425119,Negal,0
425120,Offill,1
425121,Sanbrooke,1
425122,Batterson,0
425123,Barzen,0
425124,Stonehewer,0
425125,Sagerson,1
425126,Spurgin,0
425127,Lambarth,0
425128,Brazear,0
425129,Prosek,0
425130,Tod,0
425131,Grzegorecki,0
425132,Dormon,0
425133,Burnep,1
425134,Budgett,0
425135,Bleby,0
425136,Cringle,1
425137,Caldeyroux,0
425138,Renfree,0
425139,McCrorie,0
425140,Pacquet,0
425141,Bodd,0
425142,Schwieso,0
425143,Verma,1
425144,Hirtz,0
425145,Heddan,0
425146,Neagle,1
425147,Cattermull,0
425148,Darnbrough,0
425149,Insko,0
425150,Pughsley,0
425151,Bangle,0
425152,Ranshaw,0
425153,Sarginson,0
425154,Mc Faul,0
425155,Berrycloth,0
425156,Bramah,0
425157,Van Leeuwen,0
425158,Bilsland,0
425159,Levane,1
425160,Cheshire,0
425161,Itter,0
425162,Attree,0
425163,Fontelles,1
425164,Springford,0
425165,Erwin,0
425166,Issacof,0
425167,Summerson,1
425168,Fawdery,1
425169,Scorton,0
425170,Antosik,1
425171,Cairney,0
425172,Hedger,0
425173,Challes,1
425174,Petrasek,0
425175,Groomebridge,1
425176,Andrick,1
425177,Di Antonio,0
425178,Bartolini,0
425179,Gokes,0
425180,Mustill,0
425181,Manwaring,0
425182,Pyrke,0
425183,Doey,1
425184,Napoleon,1
425185,Chantler,1
425186,Reace,0
425187,Bilsland,0
425188,Bissill,1
425189,Burdis,0
425190,Cribbott,0
425191,Kellogg,0
425192,O'Doherty,0
425193,Woodyear,0
425194,Normanvill,0
425195,Featenby,0
425196,Mickan,0
425197,Pitson,0
425198,Everleigh,0
425199,Vicker,0
425200,Carbine,0
425201,De Cristofalo,0
425202,McGeaney,0
425203,Claughton,0
425204,Abrashkov,0
425205,Antonomolii,1
425206,Abramov,0
425207,Hadlington,0
425208,Rizzardi,0
425209,McCulloch,0
425210,Gallemore,1
425211,McGillicuddy,0
425212,Plett,0
425213,Dalgliesh,0
425214,Canavan,0
425215,Stidson,1
425216,Shulver,1
425217,Gerleit,0
425218,Burkitt,0
425219,Fettes,1
425220,Hurdedge,0
425221,Dakin,1
425222,Gaddas,0
425223,Ben,1
425224,Learman,0
425225,Swatland,0
425226,Buchett,0
425227,Vany,0
425228,Tweed,0
425229,Ondra,0
425230,Casassa,1
425231,Shurmer,0
425232,Beggini,0
425233,Balmforth,0
425234,Cavey,1
425235,Houlson,0
425236,Marczyk,0
425237,Colyer,0
425238,MacCartney,0
425239,Choppen,0
425240,Semered,0
425241,Fulmen,0
425242,Wederell,0
425243,Uzelli,0
425244,Neilus,1
425245,Fidoe,0
425246,Soppett,0
425247,Pounsett,0
425248,Chainey,0
425249,Aylward,1
425250,Camosso,1
425251,Breming,0
425252,Prester,0
425253,Moquin,0
425254,Waddy,0
425255,Mattusov,0
425256,Hargitt,0
425257,Stoodley,1
425258,Reace,1
425259,Minshall,1
425260,Arpe,1
425261,Ianelli,0
425262,Dowles,0
425263,Nance,0
425264,Deveral,0
425265,Halloran,0
425266,Fincham,1
425267,Rawcliff,0
425268,Mulroy,0
425269,Bellee,0
425270,Solway,0
425271,Banaszewski,1
425272,Hiley,0
425273,Ruppelin,1
425274,O'Duggan,0
425275,Carlill,0
425276,O'Leagham,0
425277,McCorkindale,0
425278,Georgot,1
425279,Baldick,0
425280,Plomer,0
425281,Whitton,0
425282,Sogg,0
425283,Itscowicz,0
425284,Folbige,1
425285,Flewett,0
425286,Joret,0
425287,Spence,1
425288,Marriott,0
425289,Holmyard,0
425290,Vobes,0
425291,Charte,0
425292,Roof,0
425293,Lowless,1
425294,Sculley,0
425295,Sarfass,0
425296,Giroldo,0
425297,Austing,0
425298,Shakelady,0
425299,Halwell,0
425300,Gianuzzi,0
425301,Musso,0
425302,Colcomb,0
425303,Headrick,0
425304,Wyant,1
425305,Reader,0
425306,Flay,0
425307,Buske,1
425308,Guys,0
425309,Vobes,0
425310,Rushforth,0
425311,Schnitter,0
425312,Kynoch,1
425313,Tench,0
425314,Skoyles,0
425315,Franzonetti,0
425316,Menguy,0
425317,Domeney,0
425318,North,0
425319,Trewett,1
425320,O Mullen,0
425321,Wherry,1
425322,Giraudat,1
425323,Petre,0
425324,Ingry,0
425325,Breydin,0
425326,Polden,0
425327,Cawthorne,0
425328,Tregien,0
425329,McLae,0
425330,Reynoldson,1
425331,Gardner,0
425332,Antonomoli,1
425333,Pennells,0
425334,Doughill,1
425335,Obeney,0
425336,Cunnell,1
425337,Francais,0
425338,Arias,0
425339,Scargill,0
425340,Hallard,0
425341,Byrnes,1
425342,Kelsall,0
425343,Donnelly,1
425344,Vasser,0
425345,Mottley,0
425346,Hebborne,0
425347,Pappi,1
425348,Boundey,1
425349,Wallice,0
425350,Yeardsley,0
425351,Tilbey,0
425352,Plaskitt,0
425353,Size,0
425354,Cordoba,0
425355,Bramont,1
425356,Pote,1
425357,Van de Vlies,0
425358,Filipychev,0
425359,Harmant,0
425360,Kunze,1
425361,Rouse,0
425362,Simonson,0
425363,Antognozzii,0
425364,Romaint,0
425365,Warwick,0
425366,Rash,0
425367,Pavolini,0
425368,Fontenot,1
425369,Dimmock,0
425370,Ingleby,1
425371,Sarney,0
425372,Hinsch,1
425373,McLurg,0
425374,Thorouggood,0
425375,Treverton,1
425376,Wallentin,0
425377,Gellett,0
425378,Mobius,0
425379,Devonald,1
425380,Savery,0
425381,Margerison,0
425382,Sewart,0
425383,Beseke,0
425384,Pinnington,0
425385,Toffoletto,0
425386,Sankey,1
425387,Pendergrast,0
425388,Loding,0
425389,Brusin,1
425390,Bedin,0
425391,Sedgefield,0
425392,Ebbings,0
425393,Busby,0
425394,Robertacci,0
425395,Geffen,0
425396,Goodsal,1
425397,Barnish,0
425398,Wintour,0
425399,Schieferstein,0
425400,Bidmead,0
425401,McArd,1
425402,O'Moylan,0
425403,Mattack,0
425404,Olin,0
425405,Claessens,0
425406,Bartholomew,0
425407,Rodell,1
425408,MacNamara,0
425409,Shurmore,0
425410,Girardet,0
425411,Spight,0
425412,Vice,0
425413,Silkston,1
425414,Minnis,0
