childid,first_name,familyid,age,misbehaviorindex
102999,Twila,423071,5,0.0001586087
103000,Magdaia,423072,16,0.2044102736
103001,Sibelle,423073,2,0.0149257038
103002,Lovell,423074,8,0.0754605713
103003,Sallyann,423074,7,0.6975647675
103004,Delphinia,423075,9,0.1119248656
103005,Winni,423076,16,0.0017028861
103006,Davidde,423076,18,0.0000242131
103007,Melantha,423077,15,0.0514614801
103008,Carr,423078,6,0.7370562296
103009,Sadye,423079,5,0.1347275524
103010,Elissa,423080,4,0.0000222447
103011,Ignacius,423081,6,0.3857282994
103012,Danell,423082,5,0.135307354
103013,Salaidh,423083,5,0.0273921958
103014,Arri,423084,0,0.097181957
103015,Berky,423084,6,0.0103724766
103016,Puff,423085,8,0.0017190803
103017,Vanessa,423086,11,0.1816572042
103018,Virge,423087,12,0.0003797915
103019,Any,423087,11,3.995202E-6
103020,Freddie,423087,3,0.2788893535
103021,Pavia,423088,9,0.0006291284
103022,Harriett,423088,18,0.7231092904
103023,Barbara-anne,423089,18,0.0131178825
103024,Reg,423089,5,0.902004787
103025,Leslie,423089,15,0.4038019499
103026,Kaylil,423090,1,0.4118588043
103027,Julienne,423091,14,0.0007081005
103028,Sidoney,423092,14,6.8882718E-6
103029,Barny,423093,15,0.033165987
103030,Chen,423093,15,0.9461861335
103031,Che,423094,6,0.1321646011
103032,Coretta,423095,6,0.0046116935
103033,Chester,423096,2,0.5395069952
103034,Haydon,423097,2,0.2362097922
103035,Dunn,423097,17,0.8204988071
103036,Dario,423097,14,0.9662860762
103037,Wheeler,423098,2,0.3777094139
103038,Nickolai,423098,5,0.4903804691
103039,Hilario,423099,3,0.0000474273
103040,Cindee,423099,13,3.7303227E-9
103041,Bari,423100,13,0.0000927552
103042,Raven,423100,11,1.8030971E-6
103043,Rosalind,423100,6,0.7985656232
103044,Jorge,423101,5,0.1123902921
103045,Kore,423102,12,0.016739133
103046,Roddy,423103,7,0.3322727622
103047,Stacey,423104,13,0.0000126595
103048,Raphaela,423104,17,0.0218227669
103049,Tyrus,423104,8,0.01079544
103050,Rex,423105,11,1.355718E-6
103051,Clemence,423106,8,0.168550703
103052,Elbert,423106,4,1.23887E-6
103053,Bartie,423106,15,0.1409989084
103054,Karrah,423107,3,0.1397948382
103055,Myrta,423107,6,0.6681132582
103056,Artus,423107,10,0.0184648489
103057,Karl,423108,4,0.3398425691
103058,Bernie,423109,13,0.0649364174
103059,Dilan,423109,4,0.3168921885
103060,Holly,423110,11,0.0004948889
103061,Tallou,423110,9,0.0005381578
103062,Ailbert,423111,16,0.0583255493
103063,Serene,423112,8,0.1302875098
103064,Olivia,423113,2,0.0002739924
103065,Riobard,423114,7,0.4912279046
103066,Rip,423115,8,0.022362379
103067,Ulrick,423116,2,0.5734390617
103068,Pepe,423117,3,0.0945975636
103069,Yettie,423118,16,0.0104833097
103070,Ryley,423119,7,0.8277629028
103071,Gisela,423119,11,0.0185442564
103072,Renaud,423120,4,0.8003947351
103073,Pavia,423121,10,0.0018877522
103074,Faith,423122,3,0.1024960198
103075,Werner,423122,6,9.7007475E-7
103076,Lyn,423123,0,0.0113324133
103077,Baird,423124,11,0.9744345164
103078,Rudolph,423124,15,0.1923027692
103079,Port,423124,7,0.0027646795
103080,Winslow,423125,1,0.0017761505
103081,Douglas,423125,14,0.0329708156
103082,Corrie,423126,10,0.0636487187
103083,Suzie,423126,14,0.034438301
103084,Calley,423126,3,0.9987297073
103085,Stanton,423127,11,0.0292174846
103086,Magda,423127,5,0.0900286644
103087,Brig,423128,6,0.0088793195
103088,Tobe,423128,4,0.098783649
103089,Had,423128,4,0.1880147458
103090,Nathanil,423129,9,0.7404419836
103091,Albertina,423130,14,0.0058946383
103092,Darryl,423131,2,0.0358605666
103093,Vicki,423132,1,0.0010151015
103094,Gnni,423132,4,0.1679456982
103095,Frasier,423133,8,1.1490662E-6
103096,Teresina,423134,8,0.5254427299
103097,Gay,423134,13,1.9799412E-8
103098,Emilie,423135,2,0.0001899018
103099,Eugenie,423136,13,0.8777102482
103100,Shelton,423137,12,0.0070287936
103101,Andres,423137,0,0.3555057583
103102,Delphine,423138,12,0.2344911529
103103,Keslie,423138,0,0.6608091761
103104,Maribeth,423138,6,0.0918912372
103105,Ysabel,423139,7,0.000337398
103106,Giovanna,423140,10,0.178384501
103107,Michel,423140,7,0.0662479251
103108,Preston,423140,15,0.0009629652
103109,Mareah,423141,18,0.0005655854
103110,Augustine,423141,4,0.3148616548
103111,Francoise,423142,1,0.0029300379
103112,Maisey,423143,16,0.000029604
103113,Doralia,423143,1,0.1160313079
103114,Major,423143,6,0.0026733675
103115,Colene,423144,7,0.0007670357
103116,Margarette,423144,3,0.0001523755
103117,Putnem,423145,3,0.016110628
103118,Elysia,423145,1,0.0015016445
103119,Dorey,423146,2,0.5407480445
103120,Roseann,423147,17,0.8209806334
103121,Natividad,423148,16,0.0015880247
103122,Annabelle,423149,2,0.0028783995
103123,Amalea,423150,14,0.0298819696
103124,Fionna,423151,4,0.0085857458
103125,Ivar,423151,9,5.1543137E-9
103126,Inglebert,423152,4,0.2371367304
103127,Sharron,423153,3,0.4859648939
103128,Noak,423153,0,2.0320831E-7
103129,Cad,423154,5,0.1162413377
103130,Ignatius,423155,2,0.87934812
103131,Marinna,423156,1,3.1340577E-8
103132,Chevalier,423156,13,0.0000305173
103133,Felike,423157,16,0.0044712963
103134,Edita,423157,11,0.0185751553
103135,Alma,423158,4,0.0026565171
103136,Wake,423159,6,0.0005670548
103137,Rog,423160,3,0.0836339242
103138,Goldi,423161,3,0.2637106224
103139,Freddie,423161,13,0.0005600733
103140,Stephenie,423162,13,0.0001357923
103141,Theressa,423163,3,0.0960304179
103142,Gregorio,423164,1,0.1336559134
103143,Percival,423165,8,0.6004231324
103144,Gill,423166,14,0.4812496053
103145,Eleni,423166,14,0.2235639779
103146,Sharia,423167,17,0.1208094337
103147,Zulema,423167,8,0.771739699
103148,Keir,423168,15,0.0000992145
103149,Meghann,423168,13,3.6176412E-6
103150,Peter,423169,8,0.0000933845
103151,Shirl,423170,5,0.0021000493
103152,Concettina,423171,0,0.0080088805
103153,Efrem,423171,5,0.2353035768
103154,Donnie,423172,16,0.0337141658
103155,Courtney,423173,0,0.0000186356
103156,Ransell,423173,7,0.1500384439
103157,Shannon,423173,14,0.0001642684
103158,Kassia,423174,2,0.0797084389
103159,Bondy,423174,16,0.3951808567
103160,Judi,423174,11,0.0088015737
103161,Merrili,423175,15,0.0174054997
103162,Webb,423176,7,0.0005470819
103163,Victoir,423177,5,0.0000169457
103164,Bernadette,423178,10,0.8295488677
103165,Forster,423178,7,0.3129328035
103166,Armando,423178,10,0.0041420127
103167,Kelwin,423179,5,0.001557485
103168,Fowler,423180,13,8.7042655E-6
103169,Ibbie,423180,17,0.3436059864
103170,Tabbie,423180,18,2.3485679E-6
103171,Georas,423181,17,0.1998374912
103172,Vernor,423182,10,0.0591220778
103173,Stanleigh,423183,11,0.3754119956
103174,Giffard,423184,6,0.0098918688
103175,Paxon,423184,16,0.3515121581
103176,Hannie,423185,9,0.0089111863
103177,Joete,423185,15,0.0396810686
103178,Davita,423186,5,0.4745627312
103179,Manuel,423186,11,0.0043641699
103180,Hodge,423187,15,0.0038798848
103181,Desiri,423188,10,0.0000559963
103182,Gaspard,423188,3,0.0006092153
103183,Celle,423189,6,0.000047679
103184,Lynea,423189,12,0.6198749164
103185,Binni,423190,17,0.0000583127
103186,Olivie,423191,8,2.692521E-10
103187,Dot,423192,5,0.7075982264
103188,Blithe,423192,8,9.0220984E-9
103189,Jo,423192,2,0.2592419009
103190,Melisenda,423193,2,6.3737762E-6
103191,Brok,423193,13,0.0068379859
103192,Esme,423193,16,0.3159877674
103193,Doug,423194,8,0.8672759406
103194,Gideon,423195,4,0.0038168838
103195,Philip,423196,14,0.0609591909
103196,Bessy,423196,5,0.000017564
103197,Elvyn,423197,10,0.5700031682
103198,Audy,423197,10,0.0916894314
103199,Caroline,423198,11,0.0214331348
103200,Layney,423198,15,0.1311837823
103201,Arlena,423199,13,8.5020229E-8
103202,Durante,423200,0,0.0006610204
103203,Ximenes,423201,16,0.6793404903
103204,Ari,423201,11,0.0184220616
103205,Bettine,423201,4,3.6615049E-7
103206,Alameda,423202,16,0.0049935274
103207,Winfield,423203,8,0.3345735428
103208,Stafford,423204,10,0.2239547837
103209,Katrine,423205,2,0.0001575208
103210,Mathias,423206,10,0.0778189937
103211,Dione,423207,13,0.0439076747
103212,Paulita,423208,14,5.3757651E-8
103213,Tyrus,423208,5,0.7998704191
103214,Osborne,423208,10,0.0176098867
103215,Desiri,423209,5,0.3696050991
103216,Cymbre,423210,7,0.089443865
103217,Basil,423211,7,1.303328E-10
103218,Felic,423212,12,0.0114831975
103219,Parker,423213,9,0.0453202366
103220,Zerk,423213,17,0.006904064
103221,Darla,423214,15,0.0001728859
103222,Delano,423214,7,0.0404535199
103223,Chryste,423214,13,1.599435E-16
103224,Forrest,423215,9,0.1513025654
103225,Lanita,423216,5,5.7893398E-7
103226,Vicki,423217,6,8.6797254E-8
103227,Marinna,423217,13,0.0045800829
103228,Trixy,423218,0,0.0193304497
103229,Amelia,423218,11,0.000144512
103230,Laurent,423218,6,0.003932436
103231,Kalindi,423219,14,9.5894748E-7
103232,Francoise,423219,12,0.0466997194
103233,Mildrid,423220,10,0.0340630245
103234,Scotty,423220,10,0.1584547192
103235,Othella,423220,12,1.9908464E-7
103236,Bunnie,423221,9,0.2475809622
103237,Brett,423221,6,0.4652559055
103238,Jeremy,423222,6,0.0005494722
103239,Frank,423223,2,0.2750501204
103240,Katerina,423224,9,0.0149645109
103241,Yulma,423225,9,3.4998735E-7
103242,Stace,423226,5,0.0010600661
103243,Sheelagh,423226,5,0.1917141608
103244,Jeramie,423227,8,0.8438588613
103245,Irwinn,423228,17,1.2417595E-9
103246,Konstantin,423228,11,0.0000519346
103247,Royal,423228,6,0.0002839102
103248,Charisse,423229,12,0.50078058
103249,Pinchas,423229,17,0.050280173
103250,Brenna,423230,17,0.5292518084
103251,Lorinda,423231,2,0.0020404796
103252,Clerkclaude,423231,10,0.0327008239
103253,Rod,423231,14,0.033319372
103254,Costanza,423232,16,2.6454575E-7
103255,Kara,423233,5,0.4966866384
103256,Asher,423233,4,0.0164411692
103257,Angelle,423234,13,0.8020471459
103258,Chariot,423234,7,0.0001928703
103259,Lenard,423235,13,0.3720997513
103260,Philbert,423235,4,0.0140687543
103261,Bessy,423235,9,0.0004436792
103262,Zonda,423236,16,0.5680816629
103263,Cele,423236,13,1.2142394E-8
103264,Dorry,423236,5,0.6097295527
103265,Andrea,423237,1,0.0030688462
103266,Yves,423238,8,0.0031672407
103267,Fionna,423238,12,0.0854895397
103268,Anet,423238,16,0.1726803033
103269,Piotr,423239,10,5.5362514E-6
103270,Lindsey,423240,1,0.0001783297
103271,Lauretta,423241,15,0.0228901563
103272,Moina,423242,17,0.0228058531
103273,Udall,423243,6,0.0025031
103274,Nannette,423243,5,0.2328742817
103275,Bell,423243,9,0.0181063264
103276,Sherlock,423244,13,0.0322911682
103277,Kissee,423245,17,0.0496280701
103278,Howard,423245,5,0.0964488934
103279,Lothaire,423245,5,0.1667724096
103280,Lezlie,423246,15,0.0397962443
103281,Dallas,423247,4,0.0000226796
103282,Aloise,423248,4,0.0001839048
103283,Rafaelita,423248,17,0.1912849909
103284,Cassius,423248,6,0.0850647955
103285,Sallie,423249,8,0.6358050663
103286,Danni,423250,4,0.6733013638
103287,Livvie,423251,17,0.0003181513
103288,Venita,423252,2,0.017203576
103289,Ellsworth,423252,4,0.1647903537
103290,Gilberte,423253,8,1.4872412E-8
103291,Toby,423254,8,0.750018817
103292,Leland,423255,4,0.0001497005
103293,Shellie,423256,3,0.6125519307
103294,Penelopa,423257,9,0.0542971835
103295,Louella,423258,5,0.1049028642
103296,Ibbie,423259,6,0.0177360813
103297,Booth,423259,15,0.2398180562
103298,Marwin,423260,0,0.2139496368
103299,Donna,423260,15,0.3699157127
103300,Tailor,423261,16,0.9990498605
103301,Gaye,423262,8,0.5678451288
103302,Farly,423262,17,0.5135171854
103303,Leroy,423262,13,0.0000276636
103304,Baudoin,423263,15,0.2639811322
103305,Chaim,423264,4,1.7632026E-6
103306,Berkley,423264,15,0.134939043
103307,Thaxter,423265,16,0.2705422887
103308,Buddie,423266,8,0.0143046978
103309,Cirillo,423266,14,0.0002986617
103310,Nicko,423266,8,0.0009795222
103311,Monte,423267,7,0.0371166722
103312,Abram,423268,10,0.5228340523
103313,Lynea,423268,4,3.6147168E-7
103314,Kory,423268,14,0.0023704803
103315,Leanor,423269,12,0.0002692369
103316,Vincent,423270,16,0.162093304
103317,Dyan,423271,3,0.3667746592
103318,Lynsey,423271,15,0.1047859419
103319,Andie,423271,0,0.6980638703
103320,Rodrick,423272,8,0.0000208746
103321,Delmar,423272,16,0.2442994594
103322,Krishna,423273,1,0.1163674992
103323,Patience,423273,9,0.0473867729
103324,Miner,423273,11,0.4567666305
103325,Ora,423274,2,0.4944110777
103326,Patsy,423275,2,0.1705047536
103327,Heidie,423275,1,0.0683382103
103328,Gauthier,423276,17,8.6106837E-9
103329,Arley,423277,4,0.081571619
103330,Beryl,423277,7,0.0478526049
103331,Hedwiga,423277,5,0.0632846675
103332,Eada,423278,18,0.3118914909
103333,Catina,423278,10,0.0000322871
103334,Valery,423278,3,0.0078946552
103335,Ileana,423279,4,0.0019804497
103336,Sadye,423280,12,0.3693985529
103337,Cozmo,423281,11,0.0008555689
103338,Susette,423282,10,0.8096444675
103339,Wylma,423282,4,0.1257956188
103340,Elonore,423282,17,0.1039047334
103341,Robinet,423283,12,0.0040689343
103342,Petey,423283,7,0.931538841
103343,Frederique,423284,1,0.59572724
103344,Perice,423284,12,0.0009564569
103345,Rockey,423285,17,0.15591564
103346,Daisey,423286,9,0.5082176276
103347,Ansel,423286,8,0.0405315434
103348,Cybill,423287,0,0.197278594
103349,Terza,423288,3,8.2808513E-6
103350,Clayson,423288,15,0.0002288491
103351,Vernen,423289,10,0.0006177611
103352,Sari,423289,15,0.6260909784
103353,Wang,423289,8,0.0001874732
103354,Melody,423290,2,2.3414536E-6
103355,Emmott,423291,7,0.4856826539
103356,Candie,423291,8,1.006158E-9
103357,Karl,423292,15,1.1961643E-6
103358,Barnard,423293,12,0.0001694008
103359,Alameda,423294,5,8.4555123E-8
103360,Allegra,423295,12,0.1456972448
103361,Norby,423295,15,0.0307901135
103362,Kally,423295,3,0.0419617397
103363,Ara,423296,15,1.6496918E-8
103364,Fionna,423297,2,0.0150328406
103365,Margarita,423298,5,0.0519572093
103366,Cherye,423299,1,0.2234353248
103367,Byrom,423300,4,0.3737346581
103368,Austine,423301,0,0.0271367412
103369,Erinn,423302,6,0.8941953872
103370,Lorene,423302,6,0.1859457486
103371,Nancy,423303,9,0.0006742784
103372,Margeaux,423303,12,0.520723905
103373,Gretta,423304,4,0.0005864837
103374,Abner,423304,2,0.1194450104
103375,Erhard,423304,10,0.2222709606
103376,Ragnar,423305,0,0.2615843864
103377,Margi,423306,15,0.0577220186
103378,Enoch,423307,16,0.0133814694
103379,Arther,423308,16,0.0001015452
103380,Derk,423309,3,0.250273082
103381,Todd,423310,10,0.0012031115
103382,Marshall,423311,14,0.0689412238
103383,Jewell,423311,0,0.0133584787
103384,Erastus,423312,4,0.1996946396
103385,Vevay,423312,2,0.0035889052
103386,Moria,423312,13,0.1192121763
103387,Gabriello,423313,12,0.1976319335
103388,Ariela,423314,15,0.3671343833
103389,Ursulina,423315,15,2.329736E-13
103390,Paxon,423316,9,0.0000536141
103391,Arvin,423316,7,0.7105537543
103392,Alejandrina,423316,17,0.3719856845
103393,Barn,423317,2,0.0282669292
103394,Lock,423318,9,0.5675048238
103395,Felizio,423319,2,0.0984864169
103396,Garner,423319,2,2.7074858E-6
103397,Bernardo,423320,14,6.0468634E-7
103398,Jaquelyn,423321,11,0.0268740045
103399,Thomasa,423321,17,0.152900317
103400,Helen,423322,8,0.0032357738
103401,Chaim,423322,15,0.0058419195
103402,Kaila,423322,4,0.3683286376
103403,Dallas,423323,11,0.8963492253
103404,Marcile,423324,4,0.0027028255
103405,Gabriell,423324,9,0.0104560188
103406,Roshelle,423325,15,0.0179352408
103407,Barbara,423326,8,0.0588987733
103408,Artie,423327,7,0.0107520699
103409,Sheree,423327,8,0.0158114819
103410,Brandy,423327,3,0.000042884
103411,Jules,423328,3,0.0021170147
103412,Bren,423328,3,0.6314376888
103413,Jacquelin,423328,15,0.0019214635
103414,Zacharias,423329,9,0.01050328
103415,Bernette,423329,16,0.001764591
103416,Florance,423330,5,0.2055646657
103417,Findley,423330,16,0.1584065971
103418,Ingunna,423331,6,0.0183234336
103419,Nisse,423331,10,0.3419228201
103420,Sonia,423332,8,0.0268680634
103421,Augie,423332,2,0.1073143508
103422,Tisha,423332,6,0.0046032543
103423,Vincent,423333,8,0.1548009321
103424,Mahala,423334,4,0.4299004163
103425,Lea,423334,13,0.0090750058
103426,Charisse,423335,16,0.1067630185
103427,Riane,423335,6,0.0047192371
103428,Vinni,423336,12,0.0031462399
103429,Guglielma,423336,14,0.5563221157
103430,Aland,423337,14,0.1210757483
103431,Boigie,423338,14,0.000650881
103432,Hernando,423339,13,0.0005685804
103433,Vite,423339,9,0.0150083941
103434,Booth,423340,16,0.9633797198
103435,Jerrome,423341,8,4.7797317E-8
103436,Temp,423342,6,0.0002518181
103437,Harmony,423343,13,0.0650436197
103438,Sharon,423343,15,0.0013489187
103439,Matthus,423343,6,0.3810167193
103440,Yettie,423344,17,0.7952488284
103441,Krystalle,423344,1,0.2324662381
103442,Floria,423344,15,0.0113550901
103443,Torey,423345,4,0.6703675321
103444,Tony,423346,15,8.3526294E-7
103445,Shaughn,423346,1,0.3724327334
103446,Dilly,423346,7,0.8437725171
103447,Rabi,423347,10,0.1430785128
103448,Jacques,423348,12,0.0954974236
103449,Deerdre,423349,14,0.0035801467
103450,Brnaba,423350,7,2.3329964E-6
103451,Tyler,423351,12,0.216284804
103452,Alonzo,423352,9,0.0043391085
103453,Yorke,423353,1,0.0005354856
103454,Wenona,423353,4,0.0112736351
103455,Kylynn,423354,17,0.0815929597
103456,Dennis,423354,17,0.2933107047
103457,Genny,423354,6,0.0009303622
103458,Tobit,423355,5,0.3455940606
103459,Klarika,423356,13,1.1667501E-6
103460,Augustus,423356,3,0.5879510625
103461,Alister,423357,1,0.6436987752
103462,Merrili,423358,12,0.0104597886
103463,Luciana,423358,12,0.0012988221
103464,Randal,423358,9,0.0598155385
103465,Jacquelyn,423359,16,0.2574191047
103466,Ephraim,423359,6,0.0048559101
103467,Robers,423360,16,0.6159989552
103468,Dena,423361,11,0.3268005701
103469,Maribel,423361,13,0.0000259166
103470,Sebastiano,423362,3,0.2866283547
103471,Giraud,423362,4,0.0000314861
103472,Roch,423363,16,0.2961616899
103473,Stephenie,423364,13,0.0357428853
103474,Ignacio,423365,7,0.0010261496
103475,Joline,423365,12,0.0002441486
103476,Fanni,423366,11,0.0688765782
103477,Levi,423366,3,0.759819366
103478,Gratia,423367,16,0.0030246001
103479,Corene,423368,9,0.0031902254
103480,Zacherie,423369,8,0.8919638475
103481,Stephanus,423370,3,0.0004602062
103482,Lesli,423371,8,0.3380520771
103483,Astrix,423371,3,0.1179818638
103484,Batholomew,423372,1,0.1853863863
103485,Kelcy,423372,17,0.8144179796
103486,Zebedee,423373,0,0.0000285083
103487,Ab,423374,12,0.1136960509
103488,Everett,423374,14,0.3680688332
103489,Laurice,423375,7,0.6317267089
103490,Danika,423376,15,0.1087425285
103491,Devy,423376,0,0.1543427223
103492,Currey,423377,7,0.0001464394
103493,Theressa,423377,5,3.1348103E-6
103494,Yolane,423378,4,2.5292752E-6
103495,Maiga,423378,15,0.0632982017
103496,Myca,423379,7,0.9688335588
103497,Blinnie,423379,8,0.6070105904
103498,Jeremias,423379,5,0.1388948986
103499,Leicester,423380,11,0.2239344472
103500,Paula,423381,17,6.7663967E-7
103501,Vlad,423382,11,5.3557265E-6
103502,Fedora,423382,11,0.5295997279
103503,Rod,423382,10,0.0001378497
103504,Arlina,423383,9,0.0002136829
103505,Ebenezer,423383,17,0.2068578214
103506,Orlando,423384,7,0.0001759927
103507,Mano,423385,1,0.0010481445
103508,Isidoro,423385,15,0.1624629834
103509,Garwood,423386,9,0.7511376391
103510,Kassey,423386,3,0.0232770008
103511,Ray,423386,7,0.000815389
103512,Olympe,423387,7,0.0077569646
103513,Claus,423387,3,0.0000401959
103514,Elita,423387,6,0.1244038487
103515,Clevey,423388,17,0.0008717247
103516,Bird,423388,5,0.050476293
103517,Stavros,423389,6,0.4184549892
103518,Venus,423389,13,3.4273804E-7
103519,Nicky,423390,10,0.0001865156
103520,Cynthy,423390,9,0.0001540787
103521,Alix,423391,15,0.0001176468
103522,Carrol,423392,12,0.1548168194
103523,Kessia,423393,1,2.006467E-11
103524,Aliza,423394,14,0.0100796543
103525,Kristian,423394,8,0.0001694127
103526,Electra,423394,6,0.1909110241
103527,Julie,423395,17,0.1425444287
103528,Quillan,423395,16,0.5384074675
103529,Waylen,423396,3,0.2789486563
103530,Britte,423396,7,0.0064359983
103531,Vinson,423397,14,0.0016782885
103532,Ellery,423397,5,0.0001097968
103533,Daphna,423398,10,0.3051299584
103534,Angy,423399,3,0.0907719439
103535,Burg,423399,1,0.0090664496
103536,Ingaberg,423400,3,0.2174781213
103537,Laraine,423401,13,0.997262495
103538,Farrell,423401,15,0.2345000145
103539,Joyan,423402,4,0.1431037341
103540,Wash,423403,15,0.2494511192
103541,Marquita,423404,6,0.0000135499
103542,Hilary,423405,9,0.0615918525
103543,Jose,423406,2,0.8380463727
103544,Cosette,423407,11,0.0000414793
103545,Gerty,423408,11,0.0000189441
103546,Irena,423409,5,0.6489054973
103547,Ilse,423409,12,0.3637361622
103548,Dniren,423409,13,0.3975902656
103549,Missie,423410,0,0.0010654768
103550,Philly,423410,8,0.0072782114
103551,Valeda,423410,7,0.2536529766
103552,Angil,423411,15,0.0555476704
103553,Gabby,423411,1,0.5531031086
103554,Chariot,423411,5,0.0219110478
103555,Orbadiah,423412,14,0.0000230557
103556,Grazia,423412,14,0.0156766543
103557,Otha,423413,12,0.0195955419
103558,Hunfredo,423413,5,0.0630020868
103559,Nessi,423414,1,0.0002697863
103560,Leonora,423415,13,0.1408812481
103561,Edyth,423416,15,0.0038216033
103562,Melly,423417,16,0.0041403772
103563,Amber,423417,11,0.1702748199
103564,Shepard,423418,12,0.0008464997
103565,Shawna,423419,7,0.000143973
103566,Hamish,423420,4,0.0051006927
103567,Manuel,423421,16,7.3594615E-7
103568,Gradeigh,423422,15,0.1060628931
103569,Lissi,423422,13,0.0001308324
103570,Wilie,423422,8,0.2551614828
103571,Merilyn,423423,17,0.0175006916
103572,Isidoro,423423,17,0.1309033842
103573,Ross,423424,6,0.5845219415
103574,Davide,423425,14,0.0676728445
103575,Alicea,423426,14,0.0101850925
103576,Garfield,423426,5,0.4027150888
103577,Cully,423426,12,0.0415199172
103578,Eirena,423427,17,0.4946116318
103579,Skippy,423427,12,3.282265E-12
103580,Innis,423428,1,0.1051609077
103581,Elysia,423429,2,0.0573245367
103582,Bil,423429,2,0.1566294255
103583,Alfred,423430,8,0.0039136812
103584,Rowena,423431,8,0.0017571236
103585,Gerrie,423432,17,5.0839026E-6
103586,Cleo,423433,2,0.2568539845
103587,Corie,423433,8,0.0290051771
103588,Odilia,423434,12,0.2916156894
103589,Sigismond,423435,11,0.1102875064
103590,Gertruda,423436,1,0.0971165907
103591,Berte,423436,7,0.4933226311
103592,Christophe,423437,5,0.0002930318
103593,Effie,423437,16,0.0013472719
103594,Davida,423437,13,0.0236757214
103595,Claus,423438,13,0.0580506868
103596,Gizela,423438,18,0.6142581178
103597,Norby,423438,17,0.1380104137
103598,Itch,423439,17,0.0000363187
103599,Edythe,423440,10,0.0407149171
103600,Hadley,423440,9,0.057111185
103601,Cindee,423441,15,0.7208178353
103602,Geoff,423442,11,0.0000589543
103603,Minta,423443,5,0.2712249121
103604,Humbert,423443,1,0.402881423
103605,Briney,423444,10,0.1051740884
103606,Pierson,423445,14,0.0067638604
103607,Mabel,423446,5,0.0000517492
103608,Sharon,423447,14,0.0023232916
103609,Klarika,423448,18,0.0554632201
103610,Sybilla,423449,5,0.4505267015
103611,Selma,423450,5,0.1827466231
103612,Kameko,423451,13,0.0208350395
103613,Minnaminnie,423452,5,0.6312028671
103614,Brien,423452,7,0.2360634411
103615,Merna,423453,17,0.1135709729
103616,Jaquelyn,423454,7,0.8628969232
103617,Ketti,423455,3,0.0040800477
103618,Sidoney,423456,4,3.241182E-6
103619,Babbie,423457,17,0.173016124
103620,Valentino,423458,17,0.0000549408
103621,Lettie,423459,11,0.020825579
103622,Nickolaus,423460,0,0.672140326
103623,Jeana,423461,18,0.0009930619
103624,Bradney,423462,8,0.0971560961
103625,Patience,423463,12,0.004492347
103626,Franchot,423463,1,0.3340290301
103627,Norris,423463,8,0.3991955231
103628,Amaleta,423464,12,0.073655276
103629,Emyle,423465,16,0.0750888646
103630,Marylee,423466,15,2.8349558E-9
103631,Lorant,423467,11,0.013534873
103632,Flint,423468,15,0.000098619
103633,Rosa,423468,18,0.0583336571
103634,Carlynne,423468,9,0.0000310452
103635,Darren,423469,7,0.044769971
103636,Tara,423470,3,0.5549267815
103637,Roley,423470,16,0.0004959117
103638,Clemens,423470,1,1.3676426E-7
103639,Jennine,423471,16,0.5196342662
103640,Skell,423472,18,0.0184325501
103641,Anselma,423472,0,0.0225418772
103642,Lelah,423473,14,0.0284509902
103643,Dalenna,423474,8,0.9400374466
103644,Kizzee,423475,6,0.0000426542
103645,Levin,423476,7,2.3418534E-8
103646,Stanley,423476,10,0.3993948083
103647,Aldo,423477,6,0.0060952292
103648,Ricoriki,423478,6,0.4009601235
103649,Priscilla,423479,10,7.1928507E-8
103650,Analise,423480,3,0.0020400414
103651,Bary,423481,3,0.2602748538
103652,King,423482,1,0.0000203333
103653,Allistir,423483,13,0.942847348
103654,Currey,423484,6,0.0437758023
103655,Steffane,423484,12,0.1867420175
103656,Kris,423485,13,0.0863012502
103657,Daisie,423485,15,0.7404187167
103658,Stern,423486,1,0.0314645319
103659,Wait,423487,14,0.3630481923
103660,Aloysius,423488,7,0.1755277263
103661,Cece,423489,9,0.0146651722
103662,Ezequiel,423489,11,1.7501845E-6
103663,Charlena,423490,13,5.211304E-11
103664,Conchita,423491,17,0.0001890061
103665,Elwood,423492,6,0.0000579171
103666,Luigi,423493,2,0.1238825457
103667,Christoforo,423494,17,0.1529753993
103668,Sigismond,423494,4,0.9859318487
103669,Herculie,423495,18,0.0099773364
103670,Braden,423495,4,0.9085019203
103671,Timi,423495,3,0.1409522894
103672,Martainn,423496,7,0.220733827
103673,Rutherford,423497,14,0.0018518489
103674,Jerome,423497,11,0.0095388051
103675,Davy,423497,15,0.4286350743
103676,Gretel,423498,4,0.0000267369
103677,Johny,423499,2,0.0544797928
103678,Malvina,423500,12,0.0163860424
103679,Bambi,423501,11,0.2570237855
103680,Herschel,423502,18,0.9081206047
103681,Helen-elizabeth,423503,12,0.0000197388
103682,Ilse,423503,1,0.1085653571
103683,Agna,423503,1,0.0006436992
103684,Sheilah,423504,6,0.0492662534
103685,Brittani,423505,13,0.0000800689
103686,Maurice,423505,9,0.0906818832
103687,Pamelina,423505,7,0.0528983315
103688,Kale,423506,17,0.0176079884
103689,Marve,423506,8,0.0004959574
103690,Marianna,423506,11,0.0068966414
103691,Lodovico,423507,11,0.000094686
103692,Isadora,423507,0,0.2542569045
103693,Cyndie,423508,13,0.045239685
103694,Brandon,423508,7,0.0000992225
103695,Katherine,423509,17,0.0130658109
103696,Ermin,423510,9,0.0000660601
103697,Lorianna,423510,13,0.0001157042
